EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
109685,45,18.23,4,Life Sciences,Male,No,Yes,2,Sales Representative,Divorced,9,400000,12,2,High,23,2,Medium,14,8.5,0.87,5,No,Product
109686,25,9.7,5,Life Sciences,Female,Yes,Yes,2,Research Scientist,Single,7,41667,13,4,Very High,3,2,Medium,3,5.8,0.53,4,No,Product
109687,41,7.41,1,Medical,Male,No,Yes,3,Manager,Single,6,100000,25,4,Very Low,4,2,Low,3,7.1,0.68,3,Yes,Service
109688,27,7.72,3,Marketing,Female,Yes,Yes,3,Research Director,Divorced,3,133333,24,4,Low,5,1,Low,2,3.8,0.25,2,No,Service
109689,27,7.59,2,Marketing,Female,No,Yes,3,Sales Executive,Single,6,116667,25,3,Medium,4,3,High,3,8,0.6,2,No,Product
109690,52,8.03,5,Life Sciences,Male,Yes,Yes,4,Research Director,Single,3,425000,18,2,Low,27,2,High,9,2.5,0.06,2,No,Service
109691,18,7.39,4,Marketing,Female,Yes,No,4,Sales Representative,Divorced,1,8333,19,1,Very High,0,2,Medium,0,4.3,0.2,0,Yes,Product
109692,23,7.98,1,Human Resources,Male,No,Yes,3,Sales Executive,Single,5,33333,18,2,Low,0,3,Medium,0,3.8,0.31,2,No,Service
109693,25,9.81,1,Medical,Male,Yes,Yes,3,Sales Representative,Divorced,9,58333,16,1,High,2,1,Low,1,7.4,0.7,4,No,Service
109694,41,6.18,4,Life Sciences,Female,Yes,Yes,1,Manager,Single,3,83333,8,2,High,5,2,Low,5,5.6,0.33,2,No,Service
109695,31,18.08,3,Life Sciences,,No,No,4,Healthcare Representative,Divorced,5,191667,23,2,Medium,8,2,High,0,8.3,0.65,2,No,Product
109696,23,6.19,3,Other,Male,No,Yes,2,Research Director,Single,4,50000,14,2,Very High,2,4,Medium,1,3,0.21,2,No,Service
109697,47,6.4,1,Human Resources,Male,No,No,2,Sales Executive,Married,8,183333,18,1,Very High,12,4,Medium,10,8.3,0.86,3,No,Service
109698,22,6.81,5,Technical Degree,Female,No,Yes,1,Manufacturing Director,Single,2,25000,23,3,Medium,1,2,Medium,0,3.2,0.23,1,No,Service
109699,49,7.3,3,Human Resources,Female,No,No,3,Human Resources,Single,,400000,17,4,Low,28,2,Medium,27,7.7,0.66,2,Yes,Product
109700,35,7.31,2,Marketing,Female,No,Yes,2,Human Resources,Single,10,200000,19,4,High,7,1,Low,6,8.6,0.76,5,Yes,Product
109701,43,7.81,3,Medical,Female,Yes,Yes,3,Manufacturing Director,Married,3,241667,25,2,Low,10,2,Medium,8,5.7,0.47,2,Yes,Product
109702,43,8.4,5,Other,Male,Yes,Yes,1,Research Director,Single,4,25000,24,3,High,0,4,High,0,6.5,0.53,2,Yes,Service
109703,48,7.14,1,Technical Degree,Female,No,No,2,Research Director,Single,2,300000,7,1,Low,24,4,Low,14,2.7,0.13,1,Yes,Service
109704,,7.78,4,Life Sciences,Female,Yes,No,4,Sales Executive,Divorced,4,41667,11,3,Very High,2,1,Low,0,7.1,0.49,3,No,Service
109705,36,7.98,4,Life Sciences,Female,No,Yes,3,Sales Representative,Married,3,150000,25,1,Very High,9,1,High,1,4.4,0.37,1,No,Service
109706,28,8.9,5,Technical Degree,Male,No,Yes,2,Manufacturing Director,Married,2,66667,13,4,High,5,3,High,1,4.2,0.25,1,Yes,Service
109707,32,6.91,5,Marketing,Female,No,Yes,4,Manufacturing Director,Divorced,6,241667,24,4,High,10,3,High,8,7.9,0.63,3,No,Service
109708,43,7.82,5,Human Resources,Male,Yes,Yes,1,Sales Representative,Divorced,1,341667,10,3,Low,20,1,Medium,9,0,,1,No,Service
109709,20,7.31,1,Other,Male,No,Yes,4,Sales Executive,Divorced,3,25000,16,2,Low,1,1,Low,0,5.9,0.42,1,No,Product
109710,26,6.31,5,Life Sciences,Male,No,Yes,3,Human Resources,Single,,16667,10,4,Very Low,1,3,High,0,7.4,,3,No,Service
109711,41,8.68,4,Other,Female,Yes,Yes,2,Research Scientist,Married,,200000,8,2,Very High,11,4,Medium,11,2,0.15,2,No,Service
109712,58,6.02,3,Human Resources,Female,Yes,Yes,4,Research Scientist,Divorced,3,175000,9,3,High,7,4,Low,7,5.2,0.39,1,No,Product
109713,21,7.14,4,Medical,Female,Yes,Yes,1,Laboratory Technician,Married,4,25000,16,3,Very Low,2,4,High,2,5.5,0.47,3,No,Service
109714,52,10.67,3,Other,Female,Yes,Yes,3,Sales Representative,Divorced,5,225000,22,3,Very High,17,3,Medium,8,4.6,0.38,3,No,Service
109715,53,7.93,3,Medical,Female,Yes,Yes,2,Manufacturing Director,Divorced,4,291667,11,3,Very High,21,3,Medium,3,,0.48,2,Yes,Product
109716,49,6.7,3,Life Sciences,Female,Yes,No,2,Manufacturing Director,Divorced,2,25000,22,4,Very High,1,2,Medium,1,4.6,0.41,1,Yes,Product
109717,43,7,1,Marketing,Female,Yes,No,2,Human Resources,Married,7,66667,24,1,Very High,4,1,High,1,7.3,0.51,4,No,Product
109718,26,6.89,1,Medical,Female,No,Yes,4,Manufacturing Director,Married,3,25000,16,2,Very High,1,3,High,1,5.2,0.33,2,No,Product
109719,48,6.99,4,Marketing,Female,No,No,3,Manager,Divorced,8,200000,25,4,High,12,3,High,6,8.2,0.75,4,Yes,Product
109720,23,9.3,5,Technical Degree,Male,Yes,Yes,1,Sales Representative,Divorced,5,25000,10,3,Very Low,1,3,Low,1,6.8,0.48,2,No,Service
109721,26,6.41,1,Other,Male,No,No,4,Human Resources,Divorced,8,16667,23,3,High,1,2,Medium,1,8.2,0.72,3,Yes,Product
109722,52,9.47,4,Medical,Female,No,Yes,4,Sales Representative,Divorced,4,250000,16,2,Very High,9,3,Low,5,6.5,0.44,2,No,Service
109723,59,7.91,4,Human Resources,Male,No,No,1,Sales Executive,Married,4,191667,18,4,Very Low,14,2,High,12,,0.48,2,Yes,Product
109724,36,10.1,1,Other,Female,Yes,Yes,3,Manager,Single,3,250000,12,2,Medium,12,3,Low,5,3.8,0.29,2,No,Product
109725,37,7.71,5,Medical,Female,Yes,No,2,Sales Representative,Divorced,4,25000,18,1,Very Low,0,3,,0,6.2,0.48,2,No,Service
109726,19,6.4,5,Life Sciences,Female,Yes,No,3,Research Scientist,Married,2,25000,18,4,Low,1,4,High,1,4.2,0.3,1,Yes,Service
109727,43,7.4,4,Other,Female,Yes,No,3,Healthcare Representative,Divorced,2,50000,7,2,Very High,3,1,High,3,5,0.26,2,Yes,Product
109728,45,6.81,1,Marketing,Female,Yes,Yes,2,Human Resources,Divorced,5,175000,7,2,Low,14,4,High,4,5.5,0.43,2,Yes,Service
109729,35,7.76,1,Medical,Male,Yes,Yes,2,Research Scientist,Single,3,191667,13,3,High,12,1,High,0,3.7,0.22,1,No,Product
109730,26,6.97,3,Human Resources,Female,Yes,Yes,2,Laboratory Technician,Divorced,2,116667,12,1,Low,4,3,High,1,3,0.17,1,No,Service
109731,28,10.81,5,Life Sciences,Male,Yes,Yes,1,Research Director,Single,3,50000,24,2,Low,3,1,High,2,4.1,0.27,1,No,Service
109732,57,8.31,3,Technical Degree,Female,No,Yes,3,Human Resources,Single,5,275000,25,2,Very High,14,2,High,1,5.5,0.32,2,No,Service
109733,37,7.5,1,Other,Female,Yes,Yes,4,Sales Representative,Single,1,225000,17,2,Very Low,10,4,Medium,0,1.5,0.03,0,No,Service
109734,37,6.7,4,Human Resources,Male,Yes,Yes,1,Sales Executive,Single,4,58333,14,4,Very High,2,2,Low,0,4.1,0.32,2,No,Product
109735,37,7.06,3,Marketing,Female,Yes,No,3,Manufacturing Director,Divorced,3,41667,8,2,Low,2,3,Low,1,6.6,,2,Yes,Service
109736,38,6.41,2,Technical Degree,Male,No,No,2,Laboratory Technician,Single,5,183333,13,1,High,7,4,Low,5,5.2,0.43,3,No,Service
109737,39,6.3,4,Medical,Female,Yes,No,4,Manager,Single,5,91667,24,3,Very High,6,2,Low,4,5,0.43,2,Yes,Service
109738,52,6.78,4,Marketing,Male,No,Yes,3,Manager,Married,4,533333,23,1,High,30,1,Medium,16,6.9,0.52,1,Yes,Product
109739,19,10.62,5,Life Sciences,Female,Yes,Yes,3,Manager,Divorced,8,25000,17,1,Low,1,2,High,1,8.2,,4,No,Service
109740,56,7.38,2,Technical Degree,Female,Yes,No,1,Manufacturing Director,Single,4,225000,14,2,High,10,1,High,1,4.9,0.33,2,No,Product
109741,42,6.9,5,Marketing,Male,No,No,2,Manager,Divorced,6,141667,24,1,Medium,6,3,High,0,4,0.34,3,No,Service
109742,34,7.17,5,Human Resources,Female,No,No,3,Research Scientist,Married,7,125000,21,2,Low,7,1,Medium,3,8.1,0.69,4,No,Product
109743,37,8.71,3,Marketing,Female,No,No,3,Sales Representative,Married,1,25000,24,2,Very High,0,3,High,0,0,0.01,1,Yes,Service
109744,45,7.32,2,Technical Degree,Female,No,No,2,Research Scientist,Married,10,25000,19,3,Very Low,1,2,High,1,9.7,0.87,5,Yes,Service
109745,54,7.21,5,Medical,Female,Yes,Yes,4,Manufacturing Director,Divorced,3,475000,8,4,Very High,25,2,Medium,21,,0.55,1,No,Service
109746,55,9.32,2,Marketing,Male,No,No,1,Laboratory Technician,Single,4,300000,24,3,Very High,15,3,Medium,9,4,0.18,2,No,Product
109747,45,6.99,1,Marketing,Female,Yes,Yes,3,Research Scientist,Divorced,4,258333,7,3,Very Low,10,4,Medium,9,5.9,0.45,2,No,Service
109748,18,10.71,4,Technical Degree,Male,No,Yes,1,Research Director,Married,6,1055,21,4,High,0,4,Medium,0,6.5,0.55,3,Yes,Service
109749,43,10.62,1,Technical Degree,Male,Yes,Yes,1,Sales Executive,Divorced,5,408333,21,4,Medium,20,1,High,2,6.5,0.49,3,Yes,Service
109750,52,7.98,2,Marketing,Female,No,No,2,Healthcare Representative,Divorced,4,83333,23,1,Medium,3,2,High,3,4.1,0.27,2,Yes,Service
109751,20,7.78,1,Life Sciences,Male,No,Yes,2,Human Resources,Married,5,50000,20,1,Very Low,2,4,Medium,0,6.6,0.57,3,Yes,Product
109752,21,8,4,Other,Male,No,No,3,Human Resources,Single,5,16667,22,3,Very High,1,1,Medium,1,4.4,0.38,3,No,Product
109753,,7.41,2,Life Sciences,Male,Yes,Yes,1,Healthcare Representative,Married,3,233333,21,1,Very High,8,4,Medium,1,5,0.28,2,Yes,Product
109754,26,8.48,5,Other,Male,No,No,1,Manufacturing Director,Married,2,58333,11,4,High,3,4,Medium,1,3.7,0.28,1,No,Product
109755,,7.71,2,Human Resources,Male,No,No,3,Research Scientist,Married,3,75000,14,2,Medium,4,3,High,2,5.5,0.39,2,Yes,Service
109756,40,6.62,2,Other,Male,No,No,3,Research Scientist,Single,6,275000,11,4,Medium,17,1,High,3,8.1,0.6,3,No,Service
109757,53,10.51,2,Human Resources,Female,Yes,No,1,Healthcare Representative,Divorced,1,416667,9,2,Very Low,27,1,Low,4,0,0,0,No,Service
109758,20,6.82,3,Other,Female,Yes,Yes,2,Manager,Divorced,,16667,18,2,High,1,2,Medium,1,7,0.69,2,Yes,Service
109759,47,7.89,2,Medical,Female,Yes,Yes,2,Manufacturing Director,Single,5,300000,20,4,Very High,22,2,Medium,10,3.8,0.32,2,Yes,Service
109760,32,6.83,5,Technical Degree,Male,No,No,4,Research Scientist,Single,6,50000,10,3,Very High,2,2,Medium,0,7.6,0.62,4,Yes,Service
109761,26,6.89,5,Life Sciences,Female,No,Yes,1,Human Resources,Divorced,9,141667,9,3,Very High,5,2,Medium,5,8.5,0.7,4,Yes,Product
109762,55,6.42,4,Human Resources,Female,No,No,1,Sales Representative,Married,8,383333,22,4,Very Low,23,1,Low,15,7.7,0.77,4,No,Product
109763,27,6.71,1,Technical Degree,Male,Yes,No,2,Laboratory Technician,Divorced,5,75000,8,4,Very High,3,4,High,1,5.4,0.36,3,No,Service
109764,60,8.4,3,Human Resources,Female,No,No,1,Sales Executive,Single,6,6666670,19,4,Medium,36,3,High,21,8,0.6,3,No,Service
109765,19,7.93,1,Other,Female,Yes,Yes,2,Healthcare Representative,Married,9,25000,17,1,High,0,4,High,0,9.2,0.89,5,Yes,Service
109766,36,6.59,1,Technical Degree,Female,No,Yes,4,Laboratory Technician,Divorced,6,58333,15,3,Very Low,2,1,High,0,6.9,0.56,2,No,Product
109767,23,6.06,2,Technical Degree,Male,Yes,No,4,Laboratory Technician,Single,6,33333,10,2,Very High,0,4,High,0,,0.65,3,No,Product
109768,40,6.67,2,Marketing,Male,No,No,2,Laboratory Technician,Married,7,316667,23,3,Very Low,16,2,Low,0,8.4,0.72,3,Yes,Service
109769,39,6.6,2,Medical,Female,Yes,No,4,Human Resources,Single,4,175000,12,2,Very Low,7,4,High,5,,0.35,3,No,Service
109770,52,8.21,2,Other,Female,Yes,No,4,Research Scientist,Married,7,233333,18,1,High,18,1,High,17,7.6,0.69,3,Yes,Service
109771,38,2.08,4,Other,Male,No,No,2,Healthcare Representative,Divorced,3,116667,18,2,Very High,8,3,Medium,7,2.1,0.16,2,No,Service
109772,46,10.55,4,Human Resources,Female,Yes,No,4,Sales Representative,Married,8,175000,8,1,Very Low,13,2,High,2,8.3,0.83,4,No,Product
109773,45,6.1,2,Marketing,Female,Yes,No,3,Human Resources,Divorced,1,133333,8,4,Very Low,6,3,Medium,4,0,0,1,No,Service
109774,23,10.31,1,Other,Male,No,No,1,Research Scientist,Divorced,9,16667,15,2,Medium,1,2,High,1,7.7,0.76,4,No,Service
109775,59,10.32,5,Life Sciences,Male,Yes,No,4,Research Scientist,Single,3,7083330,12,3,Low,37,4,Medium,0,4.9,0.42,1,Yes,Service
109776,57,9.22,4,Medical,Male,No,Yes,2,Sales Executive,Married,6,266667,12,3,Medium,19,3,High,2,6.7,0.64,4,Yes,Service
109777,57,9.3,5,Medical,Male,Yes,No,3,Research Director,Married,5,91667,7,4,Very High,6,3,Low,5,,0.55,2,No,Product
109778,49,6.71,1,Other,Female,Yes,Yes,2,Healthcare Representative,Married,5,91667,7,2,Low,,4,Medium,7,7.3,0.53,3,,Service
109779,22,6.29,2,Marketing,Male,Yes,No,3,Sales Representative,Single,6,25000,23,4,Medium,1,4,Medium,0,7.7,0.64,4,Yes,Product
109780,54,10,5,Human Resources,Male,Yes,No,1,Sales Executive,Single,,158333,21,2,Very High,12,1,High,,7.7,0.57,3,No,Service
109781,31,7.42,1,Marketing,Female,No,Yes,3,Manufacturing Director,Married,6,133333,11,3,Very Low,10,3,High,3,5.9,0.54,3,No,Product
109782,27,9.12,3,Marketing,Male,Yes,No,4,,,6,25000,19,3,Very Low,1,3,Low,1,,0.55,2,No,Service
109783,57,6.6,3,Medical,Male,No,Yes,4,Research Scientist,Married,3,391667,19,3,Very High,31,2,Low,4,5.4,0.4,1,Yes,Service
109784,39,9.7,3,Technical Degree,Male,Yes,No,4,Manager,Single,5,158333,9,3,Very High,6,4,Medium,1,5.7,0.53,2,No,Service
109785,20,8.63,3,Marketing,Male,Yes,No,1,Research Director,Single,5,25000,16,2,Very High,0,1,Low,0,5.9,0.35,3,No,Product
109786,29,6.5,1,Human Resources,Female,No,Yes,4,Research Director,Divorced,5,33333,10,4,Medium,2,1,High,,6.7,0.64,3,No,Product
109787,41,7.59,2,Medical,Male,Yes,No,1,Sales Executive,Married,1,200000,13,4,Medium,12,3,Low,4,3.3,,1,Yes,Service
109788,52,6.6,4,Marketing,Female,Yes,No,3,Human Resources,Single,,475000,10,1,Very Low,26,4,Medium,15,5.3,0.31,2,No,Service
109789,,8.33,5,Other,Female,No,Yes,1,Sales Representative,Married,3,50000,20,4,Low,3,3,High,2,6.6,0.5,2,No,Product
109790,18,7.88,3,Technical Degree,Female,No,Yes,2,Manager,Divorced,9,33333,19,1,Very Low,0,2,Medium,0,7,0.71,4,Yes,Service
109791,43,9.68,5,Other,Female,Yes,No,2,Research Director,Single,5,358333,16,4,High,20,1,High,,6.8,0.47,3,No,Product
109792,41,7.37,3,Human Resources,Female,No,No,4,Manager,Married,6,258333,18,4,Very High,20,2,High,5,5.7,0.43,3,Yes,Service
109793,26,9.97,2,Human Resources,Female,No,Yes,2,Sales Executive,Divorced,4,83333,7,4,Very High,3,3,High,2,4.2,0.24,2,No,Product
109794,22,10.29,2,Human Resources,Female,No,Yes,4,Manager,Married,,25000,13,4,Low,1,3,High,0,,0.66,4,No,Service
109795,43,2.02,1,Other,Female,Yes,No,3,Healthcare Representative,Married,4,50000,12,3,Very High,2,2,Low,1,2.6,0.14,2,No,Product
109796,53,6.42,4,Medical,Male,Yes,No,2,Sales Representative,Married,4,391667,22,1,Medium,,1,Low,20,5.2,0.36,1,,Product
109797,40,7.27,3,Human Resources,Female,Yes,Yes,4,Research Scientist,Married,3,325000,22,3,High,19,1,Medium,17,5.6,0.33,1,No,Service
109798,31,6.21,4,Human Resources,Female,No,No,4,Healthcare Representative,Divorced,6,108333,17,4,High,4,3,Medium,2,,0.58,4,Yes,Product
109799,49,5.99,5,Other,Female,Yes,Yes,4,Sales Representative,Married,8,391667,12,4,Very Low,19,1,High,6,7.7,0.65,4,No,Service
109800,20,7.66,2,Technical Degree,Male,No,No,2,Research Director,Married,10,25000,11,4,Very Low,2,4,Low,1,10,0.98,4,No,Product
109801,48,7.24,1,Technical Degree,Male,Yes,Yes,1,Human Resources,Married,1,333333,8,3,Very Low,22,2,Medium,13,,0.19,1,Yes,Product
109802,21,5.97,3,Other,Female,Yes,No,2,Research Scientist,Married,4,75000,9,2,Low,3,2,Medium,1,6.5,0.41,1,No,Product
109803,21,6.97,1,Medical,Male,No,Yes,2,Laboratory Technician,Married,6,41667,10,3,High,2,4,Low,2,7.5,0.59,2,Yes,Service
109804,55,6.11,4,Life Sciences,Female,No,Yes,4,Manufacturing Director,Divorced,6,75000,24,4,High,5,4,Medium,1,6.9,0.67,2,No,Service
109805,,7.94,4,Technical Degree,Female,Yes,,1,Sales Representative,Married,,566667,24,4,Medium,31,1,High,0,2.5,0.14,2,,Service
109806,56,6.9,4,Medical,Female,No,No,1,Sales Executive,Married,6,200000,7,1,Very High,14,3,High,1,6,0.54,3,No,Service
109807,,6.02,3,Other,Male,Yes,Yes,3,Research Scientist,Divorced,6,50000,16,1,Very Low,3,2,Low,1,9.3,0.76,2,Yes,Service
109808,50,10.82,3,Technical Degree,Female,Yes,Yes,1,Sales Representative,Divorced,3,425000,19,3,Low,25,3,High,6,,0.47,1,Yes,Product
109809,23,7.39,1,Human Resources,Female,Yes,No,3,Manufacturing Director,Single,3,25000,18,3,Medium,0,2,High,0,3.2,0.22,2,No,Service
109810,53,8.98,4,Medical,Female,Yes,Yes,3,Human Resources,Married,5,191667,17,4,Low,13,3,Medium,9,,0.49,3,Yes,Service
109811,57,7.2,3,Medical,Male,No,Yes,1,Manufacturing Director,Married,5,341667,15,1,Medium,18,4,Medium,16,4.6,0.32,3,Yes,Service
109812,23,10.55,1,Human Resources,Male,Yes,No,2,Manufacturing Director,Married,6,25000,17,3,Very Low,1,2,High,1,7.5,0.6,3,No,Service
109813,51,10.05,4,Medical,Male,No,No,1,Sales Executive,Divorced,7,425000,20,2,High,28,1,High,2,7,0.67,4,No,Service
109814,23,9.18,3,Other,Female,No,,1,Research Scientist,Married,5,25000,22,2,Very Low,1,2,Low,1,,0.5,3,No,Service
109815,38,7.49,3,Human Resources,Male,Yes,Yes,1,Human Resources,Single,3,25000,10,4,Very Low,0,1,Low,0,3.9,0.29,3,No,Service
109816,38,7,3,Life Sciences,Female,Yes,No,2,Sales Representative,Married,4,250000,20,4,Very High,15,3,Medium,6,5.4,0.4,2,Yes,Product
109817,29,7.32,1,Other,Female,Yes,Yes,3,Sales Representative,Married,,50000,9,3,Very Low,2,2,High,1,2.2,0.08,2,No,Service
109818,21,7.29,3,Other,Female,Yes,Yes,4,Manager,Married,1,25000,12,2,Very High,2,4,Low,1,0.5,0.02,1,No,Service
109819,51,6.42,2,Marketing,Female,No,Yes,3,Research Director,Married,3,200000,13,3,High,14,3,Medium,4,5.6,0.35,1,Yes,Service
109820,34,6.11,3,Life Sciences,Female,Yes,No,2,Research Scientist,Married,6,166667,20,1,Medium,13,3,Medium,8,7.5,0.63,3,No,Product
109821,40,10.07,2,Medical,Male,Yes,Yes,2,Laboratory Technician,Married,1,200000,23,1,Very Low,16,3,High,13,0.7,0.03,0,Yes,Service
109822,45,8.68,2,Life Sciences,Male,No,No,2,Healthcare Representative,Married,7,216667,15,3,Low,16,4,,1,6.7,0.64,3,Yes,Service
109823,48,6.5,2,Technical Degree,Female,No,Yes,4,Manager,Married,1,450000,11,2,Medium,26,4,Low,6,2.4,0.15,0,No,Product
109824,31,10.5,2,Medical,Male,Yes,Yes,2,Human Resources,Single,3,91667,23,3,Very High,5,3,Low,2,4.4,0.28,2,No,Service
109825,36,6.9,3,Life Sciences,,No,Yes,1,Sales Representative,Divorced,,125000,25,1,Very High,6,2,Medium,3,6.8,0.58,2,No,Service
109826,42,7.44,4,Technical Degree,Male,Yes,Yes,4,Research Scientist,Single,4,350000,11,2,Low,20,2,Medium,9,5.1,0.32,2,No,Product
109827,22,6.52,4,Technical Degree,Female,Yes,No,1,Manager,Single,2,1060,15,2,Medium,0,1,High,0,5.5,0.32,1,No,Product
109828,50,10.27,1,Technical Degree,Male,No,Yes,4,Manager,Single,7,466667,7,3,High,29,1,Low,21,6.8,0.52,3,No,Product
109829,31,7.81,1,Human Resources,Female,No,No,4,Manufacturing Director,Single,3,25000,8,4,High,0,1,Medium,0,4.9,0.33,1,No,Service
109830,39,2,4,Marketing,Female,No,No,1,Research Director,Divorced,7,200000,11,4,Very High,,2,High,7,6.8,0.6,4,No,Product
109831,49,6.79,5,Human Resources,Male,Yes,Yes,1,Laboratory Technician,Single,3,158333,23,4,Very High,11,1,Low,11,5.9,0.35,1,No,Service
109832,19,10.41,3,Human Resources,Male,No,Yes,3,Laboratory Technician,Single,1,16667,23,3,Very High,1,3,Medium,1,2.6,0.18,1,Yes,Service
109833,40,5.95,5,Human Resources,Female,No,No,3,Manager,Divorced,6,108333,22,2,High,5,4,High,5,,0.66,3,Yes,Product
109834,37,10.52,5,Life Sciences,Female,Yes,No,3,Healthcare Representative,Divorced,4,200000,12,2,Medium,12,4,High,5,5.8,0.44,2,No,Service
109835,35,5.96,2,Medical,Female,No,No,4,Manager,Divorced,7,25000,10,3,High,1,1,Medium,0,,0.77,4,No,Product
109836,18,6.87,2,Medical,Male,Yes,No,3,,Divorced,4,8333,11,3,Low,0,2,High,0,5.7,0.43,3,No,Service
109837,34,8.98,1,Life Sciences,Female,Yes,Yes,4,Manufacturing Director,Single,4,200000,16,1,Very High,12,3,High,12,7.8,0.58,2,No,Service
109838,50,7.19,3,Technical Degree,Female,Yes,Yes,1,Research Scientist,Married,5,450000,17,3,Very Low,24,1,Low,17,6.2,0.46,3,Yes,Service
109839,29,7.62,4,Medical,Male,Yes,Yes,1,Manufacturing Director,Single,,166667,13,2,High,6,1,Low,5,7.1,0.58,2,No,Service
109840,40,6.99,1,Other,Female,No,No,2,Sales Representative,Single,5,275000,10,4,Very Low,18,1,Medium,5,8.1,0.61,2,No,Product
109841,26,9.38,4,Medical,,No,Yes,1,Laboratory Technician,Married,7,50000,20,2,Very Low,3,3,High,2,5.5,0.51,3,No,Service
109842,21,10.05,5,Other,Male,Yes,Yes,1,Sales Executive,Single,4,25000,18,4,Very Low,1,3,Low,1,7,0.54,1,No,Service
109843,28,7.88,1,Life Sciences,Male,No,Yes,2,Sales Executive,Single,5,66667,17,4,Very High,4,4,Low,4,6,0.42,3,No,Service
109844,30,7.59,2,Other,Female,No,No,1,Research Scientist,Divorced,8,33333,12,3,Very Low,2,1,Low,2,7.9,0.58,4,Yes,Product
109845,41,8.62,2,Marketing,Female,No,No,4,Manufacturing Director,Single,5,250000,19,1,High,10,2,Low,10,6.4,,1,Yes,Product
109846,40,6.51,3,Human Resources,Male,No,Yes,1,Human Resources,Married,3,216667,8,1,Very High,12,1,High,2,4.2,0.29,2,No,Service
109847,31,7.38,3,Medical,Male,No,No,4,Sales Executive,Married,5,141667,16,3,High,5,1,Low,4,6,0.48,3,No,Product
109848,41,6.11,4,Life Sciences,Male,No,No,3,Manager,Divorced,6,291667,17,2,Very Low,20,4,Medium,16,8.8,,3,No,Product
109849,44,6.56,3,Technical Degree,,Yes,No,4,Manufacturing Director,Married,3,250000,14,3,Very High,14,3,Medium,4,5.3,0.45,1,Yes,Service
109850,48,7.25,1,Human Resources,Male,Yes,Yes,4,Laboratory Technician,Married,3,325000,13,2,Low,17,3,Low,15,4.9,0.44,2,Yes,Service
109851,33,6.29,2,Marketing,Male,Yes,Yes,1,Manager,Married,4,50000,21,4,Very Low,3,3,High,0,5.2,0.49,1,No,Product
109852,39,6.48,2,Other,Male,Yes,Yes,3,Healthcare Representative,Single,,133333,20,3,Very High,8,3,Medium,6,5.9,0.5,2,No,Service
109853,50,7.52,3,Human Resources,Female,Yes,Yes,3,Manufacturing Director,Divorced,3,341667,12,2,Low,27,1,Medium,9,6.4,0.47,1,No,Product
109854,52,10.49,4,Life Sciences,Male,Yes,Yes,1,Healthcare Representative,Single,5,200000,15,4,High,14,1,Medium,6,,0.44,2,No,Service
109855,44,8.21,5,Other,Female,Yes,No,1,Research Scientist,Divorced,6,50000,7,3,High,4,1,Medium,3,7,0.53,2,No,Service
109856,39,6.96,4,Other,Male,Yes,No,2,Research Director,Single,3,316667,12,4,Very High,16,4,Medium,14,3.7,0.29,3,No,Service
109857,31,7.28,4,Life Sciences,Female,No,No,4,Healthcare Representative,Divorced,7,233333,25,4,High,10,4,Medium,5,6.4,0.6,4,No,Service
109858,57,6.61,3,Technical Degree,Female,No,Yes,4,Laboratory Technician,Single,7,516667,10,4,Low,33,4,Medium,30,6.9,0.63,4,Yes,Service
109859,20,8.4,2,Human Resources,Male,Yes,No,3,Sales Representative,Divorced,3,33333,20,4,Very High,2,2,Low,0,5.6,0.44,2,Yes,Product
109860,51,7.12,3,Other,Male,No,,4,Research Director,Married,6,558333,22,2,Medium,30,2,Medium,8,7.9,0.62,3,,Product
109861,55,7.08,1,Other,Male,No,No,3,Sales Executive,Single,6,25000,21,4,Very High,0,4,High,0,7.5,0.68,4,No,Service
109862,44,7.98,2,Marketing,Male,Yes,Yes,2,Laboratory Technician,Married,9,241667,14,2,Medium,14,4,,10,8.5,0.86,5,No,Service
109863,59,7.4,2,Medical,Male,Yes,No,2,Research Scientist,Divorced,3,158333,8,3,Low,6,4,Medium,1,4.7,0.27,2,No,Service
109864,44,10.7,3,Medical,Female,No,Yes,1,Sales Executive,Married,4,50000,23,2,High,,1,High,2,,0.64,2,,Product
109865,25,7.6,2,Human Resources,,Yes,Yes,4,Research Director,Divorced,2,25000,22,2,Very Low,1,1,Medium,1,4.9,0.28,0,No,Product
109866,39,7.88,1,Life Sciences,Female,Yes,No,3,Research Director,Divorced,4,225000,9,2,High,11,1,High,2,5.3,0.33,1,Yes,Service
109867,41,8.98,4,Medical,Female,No,Yes,3,Sales Executive,Married,6,83333,13,1,Very Low,4,1,Medium,3,5.9,0.51,3,Yes,Product
109868,24,10.65,2,Life Sciences,Female,No,Yes,3,Sales Representative,Divorced,1,16667,7,4,Very High,1,1,High,1,4.3,0.2,0,No,Service
109869,31,6.28,5,Technical Degree,Male,No,No,4,Sales Representative,Married,6,25000,22,3,Very High,1,4,Medium,1,6.3,0.61,2,No,Service
