,EmployeeID,Age,AvgDailyHours,Education,EducationField,Gender,WFH Setup Available,IsIndividualContributor,JobInvolvement,JobRole,MaritalStatus,Resource Allocation,MonthlyIncome,PercentSalaryHike,PerformanceRating,RemoteWorkSatistfaction,TotalWorkingYears,WorkLifeBalance,WorkLoadLevel,YearsAtCompany,Mental Fatigue Score,Burn Rate,Designation,HasFlexibleTimings,Company Type
8368,108369,57.0,7.3,4,Marketing,Male,No,Yes,2,Manufacturing Director,Single,5.0,75000,19,1,Very High,6.0,1,High,4.0,7.5,0.59,2,No,Product
8372,108373,21.0,6.8,1,Other,Female,No,No,3,Research Director,Divorced,1.0,16667,18,2,Very Low,1.0,4,High,1.0,2.5,0.15,1,Yes,Service
8373,108374,46.0,6.95,4,Technical Degree,Male,Yes,Yes,2,Manufacturing Director,Single,6.0,425000,20,1,Medium,24.0,2,High,4.0,6.3,0.47,3,No,Service
8375,108376,28.0,7.5,2,Medical,Male,Yes,Yes,1,Research Director,Married,4.0,58333,18,3,Very High,4.0,1,High,2.0,4.9,0.36,2,No,Service
8376,108377,21.0,8.09,3,Medical,Male,No,No,1,Sales Executive,Married,5.0,41667,23,2,Very Low,2.0,3,High,1.0,8.5,0.67,2,No,Product
8379,108380,38.0,6.88,2,Technical Degree,Male,Yes,No,3,Manufacturing Director,Single,4.0,266667,8,2,Very Low,13.0,2,Medium,9.0,5.5,0.42,3,No,Product
8380,108381,39.0,9.88,5,Human Resources,Male,No,Yes,4,Healthcare Representative,Single,4.0,216667,25,3,Low,8.0,3,Medium,3.0,5.1,0.47,3,No,Service
8381,108382,23.0,6.38,3,Human Resources,Female,No,Yes,2,Sales Executive,Single,3.0,50000,12,4,Very High,2.0,3,Low,2.0,5.5,0.39,1,No,Service
8382,108383,50.0,10.83,2,Marketing,Male,Yes,Yes,4,Research Director,Single,8.0,241667,25,3,Low,19.0,2,Low,3.0,9.2,0.9,3,No,Service
8383,108384,24.0,9.36,4,Marketing,Female,No,No,2,Laboratory Technician,Single,5.0,25000,14,1,Low,1.0,4,High,1.0,6.7,0.62,2,No,Service
8384,108385,56.0,8.98,1,Human Resources,Female,Yes,Yes,1,Sales Executive,Single,3.0,83333,14,3,High,6.0,2,High,3.0,4.3,0.25,2,No,Service
8385,108386,20.0,7.28,2,Human Resources,Female,No,No,1,Human Resources,Married,4.0,25000,10,4,Very Low,0.0,4,Medium,0.0,5.9,0.56,2,No,Service
8386,108387,35.0,7.3,3,Other,Male,No,No,3,Manager,Divorced,7.0,50000,12,4,High,4.0,1,Medium,3.0,7.3,0.62,3,Yes,Product
8387,108388,21.0,6.01,2,Other,Male,No,Yes,4,Sales Executive,Married,5.0,66667,14,2,High,3.0,4,High,0.0,6.7,0.51,2,No,Service
8388,108389,18.0,7.43,3,Other,Male,No,No,2,Manufacturing Director,Married,8.0,1046,17,3,Very High,0.0,3,Medium,0.0,8.7,0.9,4,No,Product
8390,108391,40.0,6.7,3,Medical,Male,Yes,No,3,Manufacturing Director,Divorced,7.0,108333,11,1,Very High,5.0,3,Low,5.0,8.4,0.74,4,Yes,Service
8391,108392,50.0,9.61,4,Marketing,Male,No,No,4,Healthcare Representative,Married,6.0,441667,18,1,Medium,28.0,3,Low,4.0,6.9,0.54,4,Yes,Product
8392,108393,55.0,6.16,2,Technical Degree,Male,No,Yes,2,Healthcare Representative,Divorced,6.0,491667,25,1,Low,32.0,1,Medium,14.0,6.1,0.59,3,Yes,Service
8393,108394,46.0,7.02,1,Life Sciences,Male,No,No,3,Healthcare Representative,Single,3.0,266667,18,3,Very High,21.0,1,Low,8.0,5.9,0.38,2,Yes,Service
8394,108395,53.0,9.13,1,Technical Degree,Female,Yes,Yes,1,Sales Representative,Married,6.0,233333,19,1,High,12.0,1,High,7.0,6.3,0.44,3,No,Service
8395,108396,57.0,8.91,4,Other,Male,Yes,No,4,Sales Representative,Single,4.0,541667,20,1,Low,34.0,3,Low,23.0,6.9,0.47,2,Yes,Product
8396,108397,24.0,7.58,1,Medical,Female,Yes,No,2,Research Scientist,Divorced,4.0,25000,8,1,High,1.0,2,High,1.0,5.7,0.35,2,Yes,Service
8397,108398,48.0,7.28,2,Medical,Female,Yes,No,3,Manager,Married,6.0,216667,12,3,Medium,17.0,2,Low,16.0,6.4,0.54,3,No,Product
8398,108399,33.0,10.0,1,Marketing,Female,Yes,Yes,3,Healthcare Representative,Married,1.0,158333,10,3,Very Low,12.0,2,Medium,2.0,0.6,0.0,1,No,Service
8399,108400,60.0,7.31,2,Other,Male,Yes,No,2,Healthcare Representative,Married,3.0,425000,25,4,Medium,31.0,3,Low,23.0,5.9,0.36,2,No,Product
8401,108402,23.0,7.31,3,Human Resources,Male,Yes,Yes,2,Research Director,Divorced,3.0,16667,9,1,Very High,1.0,2,Medium,1.0,5.9,0.36,2,No,Service
8402,108403,48.0,6.8,5,Other,Female,No,Yes,2,Manufacturing Director,Married,4.0,341667,17,1,High,21.0,2,Low,14.0,5.0,0.4,1,Yes,Service
8405,108406,25.0,7.31,2,Medical,Female,No,Yes,4,Manufacturing Director,Married,6.0,108333,7,3,Low,4.0,3,Medium,2.0,7.2,0.59,3,Yes,Service
8407,108408,35.0,6.6,3,Technical Degree,Female,Yes,No,3,Laboratory Technician,Married,5.0,33333,22,4,Low,2.0,2,Medium,1.0,5.0,0.42,3,No,Service
8409,108410,38.0,6.62,4,Human Resources,Female,Yes,No,2,Research Director,Single,1.0,183333,14,2,High,13.0,2,High,12.0,1.9,0.15,0,No,Service
8410,108411,23.0,7.11,3,Technical Degree,Female,No,No,3,Laboratory Technician,Divorced,1.0,33333,10,1,Medium,0.0,3,Medium,0.0,2.1,0.14,0,No,Service
8413,108414,43.0,10.4,5,Technical Degree,Female,Yes,No,2,Research Scientist,Single,6.0,350000,8,2,Medium,19.0,3,High,14.0,4.7,0.34,3,No,Service
8414,108415,43.0,7.14,3,Other,Male,No,No,2,Human Resources,Single,3.0,258333,19,3,Very High,20.0,4,High,13.0,6.4,0.5,1,No,Service
8415,108416,45.0,18.13,4,Human Resources,Female,Yes,No,2,Manager,Married,8.0,258333,8,1,Low,13.0,3,Low,11.0,8.2,0.67,4,No,Product
8416,108417,36.0,6.9,4,Other,Female,Yes,No,1,Research Scientist,Married,1.0,100000,14,3,Low,4.0,2,Low,2.0,4.6,0.31,0,Yes,Service
8417,108418,57.0,7.26,2,Other,Male,No,No,2,Sales Executive,Single,3.0,125000,19,4,Very High,6.0,2,High,3.0,6.0,0.54,1,No,Service
8418,108419,46.0,7.5,5,Other,Female,No,Yes,3,Healthcare Representative,Single,5.0,141667,14,4,Low,7.0,3,Low,1.0,7.3,0.53,2,No,Product
8419,108420,29.0,10.81,4,Medical,Male,No,No,2,Research Director,Divorced,5.0,25000,24,2,High,1.0,2,High,0.0,7.0,0.63,2,Yes,Service
8420,108421,50.0,9.11,4,Human Resources,Female,Yes,Yes,2,Research Director,Married,1.0,216667,16,1,Very High,15.0,2,High,9.0,1.3,0.09,0,No,Service
8421,108422,50.0,7.38,1,Medical,Female,Yes,Yes,1,Healthcare Representative,Divorced,1.0,350000,23,1,High,24.0,3,Medium,21.0,3.5,0.25,1,Yes,Service
8423,108424,41.0,6.19,4,Technical Degree,Male,Yes,Yes,3,Research Scientist,Single,8.0,183333,8,4,Very Low,11.0,2,High,3.0,8.8,0.73,3,No,Product
8424,108425,46.0,9.3,2,Other,Male,No,Yes,1,Human Resources,Married,7.0,275000,18,3,Very High,16.0,3,Low,5.0,6.8,0.62,3,Yes,Service
8425,108426,23.0,6.44,1,Medical,Male,No,Yes,1,Research Scientist,Divorced,6.0,33333,15,2,Very High,0.0,4,Medium,0.0,6.5,0.59,2,No,Service
8426,108427,54.0,6.48,2,Human Resources,Male,Yes,Yes,3,Research Director,Married,3.0,6666670,19,2,Very High,32.0,4,Low,12.0,5.6,0.41,1,Yes,Product
8427,108428,20.0,10.99,4,Medical,Male,No,No,2,Manufacturing Director,Married,4.0,16667,10,4,Very Low,1.0,3,Low,1.0,4.8,0.39,2,No,Service
8429,108430,22.0,7.48,5,Marketing,Male,Yes,Yes,3,Manufacturing Director,Divorced,6.0,25000,25,2,Low,1.0,1,Low,0.0,6.8,0.57,3,No,Service
8430,108431,20.0,7.31,1,Technical Degree,Female,No,No,3,Sales Executive,Married,6.0,41667,13,2,Medium,2.0,3,Medium,2.0,7.2,0.5,3,Yes,Service
8431,108432,44.0,7.39,5,Human Resources,Female,No,Yes,1,Healthcare Representative,Married,7.0,291667,14,2,High,23.0,1,Medium,23.0,5.7,0.53,3,No,Service
8432,108433,30.0,9.18,5,Life Sciences,Female,No,No,1,Healthcare Representative,Married,8.0,83333,14,3,Medium,5.0,3,Low,0.0,6.2,0.56,4,No,Product
8433,108434,39.0,7.1,1,Technical Degree,Male,Yes,Yes,2,Human Resources,Married,3.0,241667,16,3,Low,15.0,4,Low,10.0,1.2,0.06,2,No,Service
8434,108435,59.0,6.89,4,Marketing,Male,No,Yes,2,Research Director,Married,5.0,391667,7,2,High,25.0,2,Medium,12.0,7.5,0.69,2,Yes,Service
8435,108436,39.0,7.1,4,Medical,Male,No,No,4,Manager,Divorced,7.0,16667,11,3,Very High,1.0,2,High,1.0,8.6,0.69,4,No,Service
8436,108437,18.0,7.72,5,Marketing,Male,No,Yes,4,Laboratory Technician,Divorced,7.0,25000,9,3,Very Low,0.0,1,High,0.0,7.5,0.63,4,No,Product
8437,108438,36.0,7.07,4,Medical,Female,Yes,No,2,Laboratory Technician,Single,5.0,208333,21,3,High,12.0,3,Medium,11.0,6.8,0.45,3,Yes,Product
8438,108439,27.0,7.42,5,Life Sciences,Male,Yes,No,1,Human Resources,Divorced,4.0,25000,14,4,Medium,0.0,3,Low,0.0,5.1,0.36,2,No,Product
8439,108440,45.0,8.0,3,Human Resources,Female,No,No,1,Manager,Married,1.0,91667,19,3,High,7.0,1,Low,7.0,4.4,0.27,1,No,Service
8440,108441,40.0,9.94,3,Technical Degree,Male,No,No,2,Manufacturing Director,Married,4.0,175000,14,1,Very High,13.0,2,High,5.0,7.8,0.58,2,Yes,Service
8441,108442,58.0,6.62,2,Life Sciences,Female,No,Yes,3,Healthcare Representative,Married,6.0,58333,10,1,Very High,2.0,1,High,0.0,7.5,0.59,3,No,Service
8444,108445,54.0,7.51,4,Marketing,Female,Yes,No,1,Manager,Married,3.0,366667,24,1,Very High,24.0,3,High,12.0,6.6,0.48,1,No,Service
8446,108447,58.0,6.41,4,Life Sciences,Male,No,No,4,Laboratory Technician,Single,9.0,408333,22,3,High,23.0,2,High,18.0,9.8,0.87,5,Yes,Service
8447,108448,36.0,10.03,3,Medical,Male,No,Yes,4,Research Scientist,Divorced,7.0,25000,17,4,Very High,1.0,4,High,0.0,7.3,0.59,4,No,Service
8448,108449,34.0,10.11,4,Marketing,Male,No,Yes,4,Research Scientist,Single,7.0,133333,15,2,Very High,5.0,2,High,2.0,7.0,0.54,3,No,Product
8449,108450,38.0,6.83,5,Other,Male,Yes,Yes,4,Research Director,Married,4.0,150000,21,2,Very High,10.0,2,Low,10.0,5.0,0.38,3,Yes,Product
8450,108451,48.0,6.82,5,Life Sciences,Male,Yes,Yes,4,Research Scientist,Divorced,5.0,416667,14,4,Low,27.0,2,High,10.0,5.3,0.34,2,No,Service
8451,108452,21.0,10.11,4,Human Resources,Female,No,No,1,Sales Representative,Divorced,8.0,75000,18,1,High,3.0,3,High,2.0,7.7,0.72,4,Yes,Product
8452,108453,24.0,7.39,4,Human Resources,Female,Yes,No,1,Healthcare Representative,Divorced,5.0,50000,14,2,Medium,2.0,4,Medium,1.0,6.7,0.62,2,No,Product
8454,108455,58.0,10.48,1,Life Sciences,Male,No,No,2,Sales Executive,Married,3.0,308333,14,2,Very Low,22.0,2,High,8.0,2.2,0.16,2,No,Service
8457,108458,34.0,7.62,3,Other,Male,Yes,No,1,Research Director,Single,2.0,191667,9,4,High,13.0,1,Low,2.0,4.8,0.28,2,No,Product
8458,108459,43.0,6.96,4,Other,Male,Yes,Yes,4,Human Resources,Single,7.0,216667,18,2,High,17.0,2,Medium,3.0,7.4,0.71,3,Yes,Service
8460,108461,55.0,8.03,2,Life Sciences,Male,No,Yes,2,Research Director,Divorced,3.0,100000,19,1,Very High,6.0,3,High,1.0,6.0,0.46,1,No,Service
8461,108462,26.0,6.19,5,Medical,Female,Yes,Yes,1,Manager,Divorced,4.0,66667,8,3,High,4.0,1,Low,0.0,5.6,0.35,1,Yes,Product
8463,108464,18.0,6.2,1,Other,Male,No,Yes,2,Manufacturing Director,Single,7.0,16667,11,4,Very Low,0.0,2,Medium,0.0,6.8,0.52,4,No,Product
8465,108466,49.0,10.1,1,Technical Degree,Female,No,No,3,Sales Executive,Married,2.0,50000,21,2,Very High,2.0,2,Low,0.0,3.6,0.28,1,No,Service
8467,108468,22.0,7.2,2,Other,Female,Yes,No,2,Healthcare Representative,Single,1.0,16667,24,1,Medium,1.0,4,Medium,1.0,2.2,0.17,0,No,Service
8470,108471,55.0,7.1,1,Medical,Male,No,Yes,4,Healthcare Representative,Divorced,7.0,75000,20,2,Very High,5.0,1,Low,3.0,9.1,0.83,3,No,Product
8472,108473,28.0,6.83,1,Marketing,Female,No,No,2,Sales Executive,Divorced,5.0,175000,10,1,Low,7.0,2,High,1.0,4.0,0.3,3,No,Product
8473,108474,38.0,8.51,2,Technical Degree,Female,Yes,No,3,Healthcare Representative,Married,7.0,208333,17,1,High,14.0,1,Low,4.0,8.1,0.61,3,No,Service
8474,108475,44.0,7.51,3,Marketing,Male,Yes,No,1,Laboratory Technician,Single,4.0,325000,15,4,Very Low,20.0,3,Medium,1.0,5.3,0.28,3,No,Product
8475,108476,22.0,9.6,3,Medical,Male,No,No,2,Human Resources,Divorced,6.0,16667,15,4,Low,1.0,4,Medium,0.0,6.8,0.65,3,Yes,Product
8476,108477,20.0,10.68,4,Life Sciences,Female,No,No,1,Manufacturing Director,Married,6.0,1061,20,1,Medium,0.0,3,High,0.0,7.8,0.67,3,Yes,Service
8477,108478,38.0,6.32,4,Medical,Male,No,No,2,Healthcare Representative,Divorced,4.0,33333,25,4,Low,2.0,2,High,0.0,5.2,0.4,3,No,Service
8483,108484,20.0,7.6,3,Medical,Male,Yes,Yes,1,Laboratory Technician,Married,5.0,16667,9,4,Low,0.0,4,Medium,0.0,5.2,0.44,2,No,Product
8484,108485,52.0,7.41,3,Life Sciences,Male,No,No,2,Manufacturing Director,Single,7.0,425000,22,3,Very Low,26.0,3,High,21.0,7.9,0.7,4,No,Service
8485,108486,51.0,7.49,2,Human Resources,Female,No,No,4,Laboratory Technician,Single,4.0,408333,14,3,Medium,22.0,2,Medium,9.0,5.2,0.37,2,No,Product
8487,108488,42.0,6.99,5,Human Resources,Female,Yes,Yes,3,Sales Executive,Divorced,5.0,191667,20,2,Very Low,8.0,1,High,8.0,6.2,0.45,3,No,Product
8491,108492,60.0,7.5,4,Other,Female,Yes,No,3,Healthcare Representative,Single,1.0,50000,13,3,Very Low,2.0,3,High,1.0,4.5,0.21,0,No,Service
8493,108494,20.0,6.37,3,Medical,Female,No,No,1,Human Resources,Married,3.0,1064,18,4,Low,0.0,3,High,0.0,5.8,0.36,1,No,Service
8495,108496,51.0,7.61,3,Marketing,Male,Yes,Yes,1,Research Director,Divorced,4.0,283333,17,3,Medium,18.0,2,Medium,18.0,4.7,0.38,3,No,Product
8496,108497,32.0,8.31,5,Medical,Female,No,No,4,Sales Executive,Single,6.0,125000,18,3,Very High,7.0,2,High,4.0,7.9,0.71,3,Yes,Service
8498,108499,18.0,6.49,5,Technical Degree,Male,Yes,Yes,2,Sales Representative,Single,3.0,33333,19,3,Very High,0.0,4,Medium,0.0,5.2,0.46,1,Yes,Service
8499,108500,54.0,10.41,3,Life Sciences,Female,Yes,Yes,4,Research Director,Divorced,4.0,350000,9,4,Medium,19.0,1,Medium,9.0,7.3,0.54,2,No,Service
8501,108502,57.0,7.2,4,Technical Degree,Male,Yes,Yes,1,Sales Executive,Married,1.0,266667,14,1,Medium,20.0,3,Medium,10.0,4.0,0.2,1,No,Product
8502,108503,18.0,7.1,4,Other,Male,Yes,Yes,3,Sales Executive,Married,4.0,16667,21,1,High,0.0,4,Low,0.0,3.8,0.28,2,Yes,Product
8503,108504,22.0,8.04,4,Marketing,Male,No,No,4,Human Resources,Divorced,7.0,25000,13,1,High,0.0,3,Medium,0.0,6.6,0.66,3,No,Service
8504,108505,45.0,7.69,4,Marketing,Female,No,Yes,1,Sales Representative,Single,4.0,25000,12,1,High,0.0,2,High,0.0,5.2,0.41,1,No,Service
8507,108508,20.0,6.11,2,Marketing,Male,No,No,3,Sales Representative,Divorced,4.0,25000,21,1,High,1.0,4,High,0.0,6.5,0.54,2,No,Product
8508,108509,21.0,10.8,5,Other,Male,Yes,No,2,Manager,Single,4.0,66667,10,2,Medium,3.0,3,Low,2.0,4.1,0.33,1,No,Service
8509,108510,35.0,10.67,1,Marketing,Male,Yes,No,2,Research Scientist,Divorced,5.0,58333,15,4,Medium,2.0,2,High,1.0,8.0,0.64,2,No,Product
8515,108516,54.0,9.6,1,Medical,Male,Yes,Yes,4,Research Director,Single,7.0,16667,13,3,Very Low,1.0,2,Medium,0.0,7.0,0.58,3,No,Product
8516,108517,45.0,6.1,1,Life Sciences,Male,No,Yes,3,Research Scientist,Single,4.0,291667,11,2,Very High,19.0,2,Low,14.0,5.5,0.34,2,Yes,Service
8517,108518,55.0,7.98,4,Other,Female,No,No,3,Healthcare Representative,Married,2.0,316667,20,4,Very High,18.0,2,Low,7.0,5.7,0.37,1,No,Service
8518,108519,42.0,10.41,5,Other,Female,Yes,No,3,Sales Representative,Married,3.0,175000,16,3,Medium,14.0,4,Low,0.0,2.8,0.15,2,Yes,Service
8520,108521,37.0,8.33,5,Technical Degree,Male,Yes,Yes,1,Sales Executive,Divorced,4.0,225000,16,4,Very Low,13.0,3,Medium,5.0,3.8,0.3,2,No,Service
8521,108522,22.0,6.81,3,Technical Degree,Female,No,No,1,Sales Executive,Single,5.0,33333,11,2,Very Low,0.0,2,High,0.0,5.7,0.43,2,No,Service
8522,108523,40.0,9.95,4,Technical Degree,Female,Yes,No,1,Healthcare Representative,Divorced,7.0,200000,17,1,Low,16.0,3,High,4.0,6.5,0.64,4,No,Service
8524,108525,29.0,6.9,3,Medical,Male,No,No,2,Sales Representative,Divorced,5.0,166667,25,3,High,8.0,2,Low,4.0,5.7,0.45,3,No,Service
8525,108526,49.0,6.41,2,Marketing,Male,No,No,1,Research Director,Married,9.0,291667,23,4,Very Low,16.0,2,Medium,12.0,7.4,0.74,4,No,Service
8526,108527,51.0,6.81,3,Medical,Female,Yes,Yes,3,Manufacturing Director,Divorced,4.0,91667,24,4,Very High,4.0,3,Medium,0.0,5.7,0.34,1,No,Product
8528,108529,31.0,6.47,1,Medical,Male,No,Yes,4,Healthcare Representative,Single,7.0,191667,22,3,Very High,10.0,2,Medium,1.0,9.4,0.81,3,No,Service
8529,108530,38.0,10.9,2,Marketing,Male,Yes,No,1,Healthcare Representative,Divorced,9.0,25000,23,1,Very Low,0.0,4,Medium,0.0,8.8,0.93,5,No,Service
8530,108531,49.0,11.0,2,Medical,Male,No,Yes,1,Healthcare Representative,Divorced,3.0,66667,20,2,High,4.0,2,Medium,2.0,2.3,0.11,1,No,Product
8531,108532,59.0,6.29,1,Technical Degree,Female,Yes,Yes,1,Sales Executive,Married,4.0,300000,21,4,Very High,24.0,3,Low,20.0,6.1,0.45,1,No,Product
8532,108533,18.0,6.42,5,Other,Female,Yes,Yes,1,Manager,Single,1.0,1038,14,3,Very High,0.0,1,Medium,0.0,0.6,0.02,0,Yes,Service
8533,108534,26.0,6.32,3,Marketing,Female,Yes,Yes,1,Human Resources,Divorced,5.0,50000,12,4,Very High,3.0,1,Low,1.0,6.7,0.64,3,No,Product
8534,108535,39.0,10.03,2,Technical Degree,Male,No,No,4,Manufacturing Director,Divorced,5.0,83333,20,4,Medium,4.0,2,High,0.0,7.6,0.68,2,No,Service
8535,108536,20.0,7.59,4,Life Sciences,Female,Yes,Yes,3,Laboratory Technician,Married,8.0,16667,10,2,Medium,1.0,2,Low,1.0,7.0,0.61,4,No,Service
8536,108537,38.0,8.1,4,Other,Male,Yes,Yes,1,Research Scientist,Married,3.0,225000,16,2,Very Low,9.0,3,Medium,9.0,4.8,0.32,2,No,Service
8537,108538,24.0,7.32,1,Human Resources,Male,Yes,Yes,3,Research Director,Divorced,1.0,25000,9,4,High,2.0,3,Medium,0.0,4.1,0.2,1,No,Service
8538,108539,44.0,6.83,1,Human Resources,Female,Yes,No,4,Manager,Single,4.0,233333,23,2,Low,18.0,1,High,2.0,4.5,0.35,1,No,Product
8541,108542,48.0,6.71,1,Marketing,Male,Yes,No,1,Sales Representative,Married,2.0,408333,14,1,Very Low,24.0,4,Low,3.0,4.1,0.34,1,Yes,Product
8542,108543,48.0,7.3,3,Other,Male,No,No,3,Manufacturing Director,Single,6.0,558333,17,1,Very High,27.0,3,Low,17.0,6.8,0.55,2,No,Service
8543,108544,29.0,6.91,2,Human Resources,Male,Yes,Yes,3,Manager,Single,5.0,33333,9,1,Low,0.0,3,Medium,0.0,5.1,0.31,2,No,Product
8545,108546,35.0,8.52,4,Marketing,Male,Yes,No,1,Human Resources,Divorced,3.0,16667,25,4,High,0.0,3,Medium,0.0,6.3,0.41,1,Yes,Service
8546,108547,36.0,10.98,2,Medical,Male,Yes,Yes,4,Human Resources,Married,3.0,100000,14,1,High,8.0,4,Low,8.0,4.1,0.34,1,No,Product
8547,108548,36.0,7.89,3,Life Sciences,Male,Yes,No,1,Sales Executive,Divorced,5.0,41667,7,3,High,2.0,4,Low,0.0,5.6,0.37,2,No,Service
8548,108549,60.0,7.89,5,Other,Male,No,No,1,Manufacturing Director,Married,5.0,233333,13,1,Medium,14.0,2,High,5.0,5.8,0.35,2,No,Product
8550,108551,48.0,10.4,4,Technical Degree,Male,No,Yes,1,Research Scientist,Single,8.0,325000,7,3,Low,19.0,2,Medium,19.0,8.9,0.92,4,No,Product
8551,108552,25.0,7.92,5,Marketing,Female,Yes,No,4,Sales Representative,Divorced,3.0,16667,14,4,Low,1.0,2,High,0.0,3.3,0.19,2,No,Service
8552,108553,43.0,7.32,4,Marketing,Female,No,Yes,4,Research Director,Married,3.0,275000,19,1,Low,14.0,4,Medium,11.0,5.0,0.36,2,No,Service
8553,108554,50.0,9.91,3,Marketing,Female,No,Yes,3,Sales Executive,Divorced,1.0,183333,25,2,Very High,11.0,3,Medium,8.0,3.7,0.22,0,Yes,Service
8554,108555,44.0,7.91,5,Marketing,Female,Yes,No,3,Sales Executive,Single,4.0,425000,7,2,Very High,21.0,1,High,3.0,6.8,0.49,2,No,Service
8555,108556,26.0,6.71,3,Technical Degree,Female,No,Yes,3,Healthcare Representative,Married,1.0,50000,16,2,Very Low,3.0,4,Low,1.0,0.0,0.0,0,Yes,Service
8558,108559,46.0,7.27,3,Technical Degree,Male,No,No,2,Sales Executive,Divorced,7.0,75000,7,2,Low,6.0,2,Medium,1.0,7.5,0.68,4,No,Service
8559,108560,29.0,6.19,1,Human Resources,Female,Yes,Yes,1,Research Scientist,Divorced,1.0,25000,14,1,Low,0.0,2,Low,0.0,1.9,0.03,0,No,Service
8562,108563,49.0,10.39,5,Human Resources,Female,Yes,Yes,2,Research Scientist,Divorced,4.0,50000,25,4,Very High,3.0,3,Medium,3.0,3.9,0.25,2,No,Service
8563,108564,51.0,7.25,2,Other,Male,No,Yes,4,Healthcare Representative,Married,5.0,108333,19,3,Medium,7.0,4,High,0.0,6.1,0.54,3,No,Product
8564,108565,50.0,7.3,4,Technical Degree,Male,Yes,No,3,Healthcare Representative,Single,6.0,541667,12,2,Very High,27.0,3,High,0.0,5.9,0.48,4,No,Service
8565,108566,50.0,10.9,3,Technical Degree,Female,Yes,Yes,2,Sales Representative,Single,3.0,275000,16,4,Very High,10.0,4,Low,5.0,5.4,0.33,1,No,Service
8567,108568,44.0,10.5,2,Technical Degree,Female,No,Yes,3,Healthcare Representative,Married,8.0,141667,9,1,Very Low,11.0,3,High,6.0,8.9,0.75,3,No,Product
8569,108570,59.0,7.01,1,Life Sciences,Female,Yes,Yes,4,Research Director,Divorced,3.0,233333,22,2,Very Low,9.0,1,Low,4.0,5.5,0.41,1,Yes,Service
8570,108571,45.0,6.79,5,Marketing,Female,No,No,4,Healthcare Representative,Divorced,5.0,166667,23,1,Very High,8.0,1,Low,6.0,6.9,0.51,2,No,Service
8572,108573,29.0,7.14,4,Technical Degree,Female,Yes,Yes,4,Healthcare Representative,Married,7.0,8333,17,2,Medium,0.0,4,High,0.0,8.5,0.81,3,No,Service
8574,108575,54.0,7.5,4,Other,Male,Yes,Yes,4,Healthcare Representative,Married,3.0,333333,17,2,Very Low,21.0,1,Medium,1.0,6.2,0.41,1,No,Product
8575,108576,42.0,6.08,3,Other,Female,Yes,Yes,2,Healthcare Representative,Married,6.0,33333,7,2,High,2.0,4,Medium,0.0,6.4,0.6,3,No,Product
8576,108577,48.0,18.21,5,Technical Degree,Female,Yes,Yes,2,Healthcare Representative,Married,5.0,266667,19,2,Very High,21.0,2,Low,20.0,6.4,0.58,2,No,Service
8577,108578,55.0,6.58,1,Marketing,Female,Yes,Yes,3,Human Resources,Divorced,7.0,291667,14,1,Very Low,19.0,2,High,11.0,7.4,0.76,4,No,Service
8578,108579,42.0,7.88,1,Medical,Female,Yes,No,1,Manager,Married,7.0,316667,20,2,Low,17.0,4,Medium,16.0,6.1,0.55,3,No,Service
8580,108581,49.0,6.47,1,Life Sciences,Male,No,Yes,1,Sales Representative,Married,6.0,466667,18,1,High,26.0,1,Medium,8.0,7.0,0.5,3,Yes,Product
8581,108582,20.0,7.49,1,Human Resources,Female,Yes,Yes,3,Sales Representative,Divorced,7.0,25000,11,4,Medium,0.0,3,High,0.0,7.4,0.69,3,No,Service
8582,108583,54.0,7.08,5,Life Sciences,Male,No,No,2,Manager,Married,4.0,250000,13,1,Very Low,13.0,4,High,2.0,4.7,0.38,3,No,Service
8585,108586,20.0,6.48,4,Life Sciences,Male,Yes,Yes,2,Manager,Divorced,3.0,16667,9,4,Low,0.0,2,Medium,0.0,3.5,0.25,1,No,Service
8587,108588,51.0,6.61,1,Technical Degree,Female,Yes,Yes,2,Manager,Divorced,1.0,100000,14,3,High,6.0,2,Low,3.0,0.0,0.0,0,No,Product
8588,108589,27.0,7.6,4,Marketing,Female,No,Yes,3,Sales Executive,Divorced,4.0,50000,12,4,Very High,4.0,4,Low,3.0,7.3,0.55,2,No,Service
8589,108590,59.0,10.09,2,Technical Degree,Female,Yes,No,2,Healthcare Representative,Married,3.0,275000,11,4,Medium,17.0,4,Low,15.0,4.1,0.32,2,Yes,Service
8590,108591,39.0,8.62,2,Technical Degree,Male,No,Yes,4,Research Director,Married,1.0,58333,8,4,Medium,3.0,2,Low,3.0,3.0,0.09,0,No,Service
8591,108592,42.0,6.1,1,Marketing,Male,No,Yes,2,Human Resources,Divorced,4.0,316667,24,3,Medium,21.0,1,High,20.0,4.3,0.32,2,No,Product
8592,108593,23.0,6.97,5,Marketing,Male,No,Yes,2,Sales Representative,Single,4.0,25000,17,4,Medium,1.0,4,Medium,1.0,6.2,0.6,2,Yes,Product
8593,108594,50.0,9.8,1,Medical,Male,Yes,No,3,Healthcare Representative,Married,5.0,1077,25,1,Very High,0.0,3,Medium,0.0,5.8,0.56,2,No,Service
8594,108595,51.0,6.7,2,Medical,Female,No,Yes,3,Laboratory Technician,Single,5.0,50000,7,1,Medium,3.0,3,Low,1.0,7.3,0.63,3,No,Service
8595,108596,41.0,5.98,1,Human Resources,Male,Yes,No,4,Healthcare Representative,Divorced,7.0,208333,9,2,Very High,16.0,3,High,4.0,8.4,0.75,3,Yes,Service
